PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
13TE,Q419,"New IS having approximately 32,000 SF and a total unadjusted capacity  of 764",IS 419 QUEENS,111-10 ASTORIA BOULEVARD,63340756,06/20/2018,QUEENS   ,11369,40.7599,-73.859218,3,21,373,4000000,4017050005,East Elmhurst                                                              
14H1,K092,Asbestos  abatement,P.S. 92 - BROOKLYN,601 PARKSIDE AVENUE,160867,12/21/2018,BROOKLYN,11226,40.656046,-73.953742,9,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate
1345,Q234,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 235 - QUEENS,30-15 29TH STREET,35000,06/01/2018,QUEENS   ,11102,40.767305,-73.923246,1,22,73,4007619,4005920015,Old Astoria                                                                
12JK,K525,CAFETARIA/MULTI PURPOSE,EDWARD R. MURROW HS - K,1600 AVENUE L,474327,06/04/2018,BROOKLYN ,11230,40.620525,-73.959285,14,44,768,3180673,3067340109,Midwood                                                                    
130R,X435,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,BELMONT PREPARATORY HS - BRONX,500 EAST FORDHAM ROAD,50000,06/01/2018,BRONX    ,10458,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    
149I,K191,Science Lab Upgrade,P.S. 191 - BROOKLYN,1600 PARK PLACE,500000,06/29/2018,BROOKLYN ,11233,40.672005,-73.924329,8,41,359,3036635,3013750012,Crown Heights North                                                        
12D7,R023,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 23 - STATEN ISLAND,30 NATICK STREET,300000,05/30/2018,STATEN IS,10306,40.571187,-74.132634,3,50,138,5059927,5043730001,Oakwood-Oakwood Beach                                                      
12R9,R056,ARCHITECTURAL AND BARRIER REMOVAL,P.S. 56 - STATEN ISLAND,250 KRAMER AVE,157151,06/04/2018,STATEN IS,10309,40.542246,-74.214002,3,51,20801,5128148,5070440001,Rossville-Woodrow                                                          
13CL,M089,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 89 - MANHATTAN,201 WARREN STREET,100000,06/01/2018,MANHATTAN,10282,40.716668,-74.013542,1,1,31703,1085568,1000160220,Battery Park City-Lower Manhattan                                          
1261,Q205,Asbestos  abatement,P.S. 205 - QUEENS,75-25 BELL BLVD,19434,05/17/2018,QUEENS   ,11364,40.737678,-73.756791,11,23,129103,4164007,4077530001,Oakland Gardens                                                            
139T,Q570,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,FRANK SINATRA SCL OF THE ARTS,35-12 35 AVENUE,105000,06/01/2018,QUEENS   ,11106,40.756534,-73.925121,1,26,57,4009594,4006390016,Astoria                                                                    
11U2,X094,Asbestos  abatement,P.S. 94 - BRONX,3530 KINGS COLLEGE PL,16879,05/17/2018,BRONX    ,10467,40.880522,-73.87572,7,11,431,2018628,2033560042,Norwood                                                                    
11TU,X112,Asbestos  abatement,P.S. 112 - BRONX,1925 SCHIEFFELIN AVENUE,34460,05/17/2018,BRONX    ,10466,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester                                            
12WQ,R455,HIGH EFFICIENCY LIGHTING SYSTEM,TOTTENVILLE HS - STATEN ISLAND,100 LUTEN AVENUE,6677193,06/05/2018,STATEN IS,10312,40.528092,-74.192032,3,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville                                 
144L,X155,Asbestos  abatement,X754 SPED,470 JACKSON AVENUE,41413,06/20/2018,BRONX    ,10455,40.811162,-73.909804,1,8,35,2003910,2025780027,Mott Haven-Port Morris                                                     
140J,X087,Building Envelope Improvement - Window and Door Replacement,P.S. 87 - BRONX,1935 BUSSING AVENUE,722114,06/20/2018,BRONX    ,10466,40.895104,-73.845968,12,12,428,2069061,2050180001,Woodlawn-Wakefield                                                         
11AX,X192,Asbestos  abatement,I.S. 366 - X,650 HOLLYWOOD AVENUE,59739,05/17/2018,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
11R6,R002,Asbestos  abatement,I.S. 2 - STATEN ISLAND,333 MIDLAND AVENUE,356641,05/17/2018,STATEN IS,10306,40.576725,-74.100726,2,50,11202,5053571,5036960100,New Dorp-Midland Beach                                                     
10Q3,Q008,Asbestos  abatement,J.H.S. 8 - QUEENS,108-35 167 STREET,71232,05/17/2018,QUEENS   ,11433,40.69719,-73.787192,12,27,258,4216655,4101780001,South Jamaica                                                              
12O5,M088,WASTE SYSTEM,WADLEIGH SECONDARY SCHOOL FOR,215 WEST 114 STREET,78763,06/04/2018,MANHATTAN,10026,40.802207,-73.954142,10,9,218,1055204,1018300019,Central Harlem South                                                       
11X2,K163,Asbestos  abatement,P.S. 748 - BROOKLYN,1664 BENSON AVENUE,49209,05/17/2018,BROOKLYN ,11214,40.607234,-74.007199,11,43,180,3167623,3063990026,Bath Beach                                                                 
1162,K303,Asbestos  abatement,I.S. 303 - BROOKLYN,501 WEST AVENUE,269305,05/17/2018,BROOKLYN ,11224,40.5825,-73.973122,13,47,354,3196292,3072500025,West Brighton                                                              
12Y6,Q238,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 238 - QUEENS,88-15 182 STREET,35000,06/01/2018,QUEENS   ,11423,40.713094,-73.780468,12,27,470,4212425,4099190006,Jamaica                                                                    
11KH,K218,Asbestos  abatement,I.S. 218 - BROOKLYN,370 FOUNTAIN AVENUE,87173,05/17/2018,BROOKLYN ,11208,40.670724,-73.874208,5,42,1118,3095977,3042780001,East New York                                                              
13BP,X144,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 144 - BRONX,2545 GUNTHER AVENUE,100000,06/01/2018,BRONX    ,10469,40.863735,-73.83607,11,13,310,2053518,2044930001,Allerton-Pelham Gardens                                                    
116I,M185,Asbestos  abatement,P.S. 185 - MANHATTAN,20 WEST 112 STREET,75049,05/17/2018,MANHATTAN,10026,40.798511,-73.949251,10,9,186,1051410,1015950015,Central Harlem South                                                       
116O,X071,Asbestos  abatement,P.S. 71 - BRONX,3040 ROBERTS AVENUE,77652,05/17/2018,BRONX    ,10461,40.845787,-73.829829,10,13,26602,2046140,2041710001,Pelham Bay-Country Club-City Island                                        
12I5,Q174,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 174 - QUEENS,65-10 DIETERLE CRESCENT,75200,06/04/2018,QUEENS   ,11374,40.720924,-73.86135,6,29,69702,4073904,4031340024,Rego Park                                                                  
13JF,M146,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 146 - MANHATTAN,421 EAST 106 STREET,100000,06/01/2018,MANHATTAN,10029,40.789295,-73.939262,11,8,162,1052999,1017000001,East Harlem South                                                          
120V,K767,Asbestos  abatement,DISTRICT 20 PRE-K CENTER,1668 46TH STREET,17125,05/17/2018,BROOKLYN ,11204,40.631768,-73.98221,12,44,476,3324164,3054370038,Borough Park                                                               
10UU,K600,Asbestos  abatement,CLARA BARTON HS - K,901 CLASSON AVENUE,31325,05/17/2018,BROOKLYN ,11225,40.669567,-73.961962,9,35,213,3029702,3011880001,Crown Heights South                                                        
115D,K170,Asbestos  abatement,P.S. 170 - BROOKLYN,619 72ND STREET,108573,05/17/2018,BROOKLYN ,11209,40.630031,-74.018878,10,43,134,3146921,3058990001,Bay Ridge                                                                  
1.30E+01,Q178,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 178 - QUEENS,189-10 RADNOR RD,100000,06/01/2018,QUEENS   ,11423,40.724479,-73.777454,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood                                                 
132B,K600,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,CLARA BARTON HS - K,901 CLASSON AVENUE,200000,06/01/2018,BROOKLYN ,11225,40.669567,-73.961962,9,35,213,3029702,3011880001,Crown Heights South                                                        
12TX,Q445,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,WILLIAM C. BRYANT HS - QUEENS,48-10 31 AVENUE,170000,06/04/2018,QUEENS   ,11103,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    
123U,K105,Asbestos  abatement,P.S. 105 - BROOKLYN,1031 59 STREET,15135,05/17/2018,BROOKLYN ,11219,40.632936,-74.00374,12,38,214,3140612,3057020001,Borough Park                                                               
1365,M048,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 48 - MANHATTAN,4360-78 BROADWAY,35000,06/01/2018,MANHATTAN,10033,40.853466,-73.934048,12,10,271,1076752,1021670029,Washington Heights North                                                   
11O8,X425,Asbestos  abatement,HS OF COMPUTERS & TECHNOLOGY -,800 EAST GUN HILL ROAD,22019,05/17/2018,BRONX    ,10467,40.875953,-73.86197,12,12,372,2057045,2046330040,Williamsbridge-Olinville                                                   
13VA,K095,AIR CONDITIONING SPLIT SYSTEM,P.S. 95 - BROOKLYN,345 VAN SICKLEN STREET,899375,06/20/2018,BROOKLYN ,11223,40.595698,-73.97518,15,47,398,3192661,3071230066,Gravesend                                                                  
149M,X405,SECURITY CAMERA SYSTEM UPGRADE,HERBERT H. LEHMAN HS - X,3000 EAST TREMONT AVENUE,497874,06/29/2018,BRONX    ,10461,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
11O0,K320,Asbestos  abatement,P.S. 375 - BROOKLYN,46 MCKEEVER PLACE,131054,05/17/2018,BROOKLYN ,11225,40.665035,-73.959031,9,35,325,3034356,3013010001,Crown Heights South                                                        
10WO,R024,Asbestos  abatement,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,18446,05/17/2018,STATEN IS,10308,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills                                                                
122B,K284,Asbestos  abatement,P.S. 284 - BROOKLYN,213 OSBORN STREET,52220,05/17/2018,BROOKLYN ,11212,40.667377,-73.908214,16,41,912,3081460,3035440135,Brownsville                                                                
135V,Q132,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 132 - QUEENS,132-15 218 STREET,100000,06/01/2018,QUEENS   ,11413,40.682114,-73.74992,13,31,626,4278380,4129270028,Laurelton                                                                  
11YP,M173,Asbestos  abatement,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVE,20732,05/17/2018,MANHATTAN,10033,40.845469,-73.940468,12,10,263,1063503,1021420154,Washington Heights South                                                   
13CX,X063,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MOTT HALL CHARTER SCHOOL,1260 FRANKLIN AVENUE,75000,06/01/2018,BRONX    ,10456,40.830995,-73.902705,3,16,149,2004302,2026150014,Morrisania-Melrose                                                         
146X,X127,Building Envelope Improvement - Parapet Reconstruction,I.S. 127 - BRONX,1560 PURDY STREET,4573448,06/27/2018,BRONX    ,10462,40.837931,-73.853524,9,18,222,2041247,2039480055,Parkchester                                                                
11P5,K307,Asbestos  abatement,P.S. 307 - BROOKLYN,209 YORK STREET,39993,05/17/2018,BROOKLYN ,11201,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
11RU,X129,Asbestos  abatement,I.S. 129 - BRONX,2055 MAPES AVENUE,24456,05/17/2018,BRONX    ,10460,40.845878,-73.886184,6,15,371,2012957,2031090001,East Tremont                                                               
13LD,R435,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,NEW DORP HS - STATEN ISLAND,465 NEW DORP LANE,50000,06/01/2018,STATEN IS,10306,40.569393,-74.107737,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     
12ZV,Q075,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,Q075 SPED - QUEENS,16-66 HANCOCK STREET,35000,06/01/2018,QUEENS   ,11385,40.698476,-73.905556,5,34,553,4085584,4035490044,Ridgewood                                                                  
144A,R053,Asbestos  abatement,P.S. 53 - STATEN ISLAND,330 DURANT AVENUE,349153,06/20/2018,STATEN IS,10308,40.55258,-74.13706,3,51,13203,5065016,5051060001,Great Kills                                                                
1308,Q225,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 317 - QUEENS,1-90 BEACH 110 STREET,35000,06/01/2018,QUEENS   ,11694,40.580928,-73.831836,14,32,938,4303853,4161810001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
13R9,K018,PBX ELECTRONICS INSTALLATION,P.S. 18 - BROOKLYN,101 MAUJER STREET,134816,06/02/2018,BROOKLYN ,11206,40.710609,-73.946977,1,34,503,3069559,3027870001,East Williamsburg                                                          
134M,Q420,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PREPARATORY ACADEMY FOR WRITER,143-10 SPRINGFIELD BLVD,35000,06/01/2018,QUEENS   ,11413,40.668235,-73.756839,12,31,330,4280845,4130570056,Springfield Gardens North                                                  
1216,Q130,Asbestos  abatement,P.S. 130 - QUEENS,200-01 42 AVENUE,186517,05/17/2018,QUEENS   ,11361,40.759517,-73.784029,11,19,1463,4137034,4062030001,Bayside-Bayside Hills                                                      
10XF,K073,Asbestos  abatement,P.S. 73 - BROOKLYN,251 MACDOUGAL STREET,53500,05/17/2018,BROOKLYN ,11233,40.680318,-73.910644,16,37,369,3041561,3015280001,Ocean Hill                                                                 
12VC,Q204,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 204 - QUEENS,36-41 28 STREET,170000,06/04/2018,QUEENS   ,11106,40.757065,-73.932664,1,26,51,4004156,4003430001,Queensbridge-Ravenswood-Long Island City                                   
12NC,M047,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 347 - MANHATTAN,223 EAST 23 STREET,150000,06/04/2018,MANHATTAN,10010,40.738548,-73.982455,6,2,64,,,Gramercy                                                                   
12TR,Q140,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 140 - QUEENS,166-01 116 AVENUE,170000,06/04/2018,QUEENS   ,11434,40.686798,-73.781247,12,27,278,4267260,4123410031,Baisley Park                                                               
12K5,K425,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,JAMES MADISON HS - BROOKLYN,3787 BEDFORD AVENUE,185611,06/04/2018,BROOKLYN ,11229,40.609912,-73.948512,15,48,642,3182721,3067880001,Madison                                                                    
12R4,Q260,ARCHITECTURAL AND BARRIER REMOVAL,P.S. 307 - QUEENS,40-20 100TH STREET,110321,06/04/2018,QUEENS   ,11368,40.748838,-73.865161,4,21,407,4040271,4016080058,North Corona                                                               
12L6,K865,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,BUSHWICK LEADERS - K,797 BUSHWICK AVENUE,51977,06/04/2018,BROOKLYN ,11221,40.695056,-73.92814,4,34,393,3073761,3032420001,Bushwick South                                                             
11C4,X025,Asbestos  abatement,P.S. 25 - BRONX,811 EAST 149 STREET,69480,05/17/2018,BRONX    ,10455,40.812619,-73.906063,1,8,79,2004772,2026640001,Melrose South-Mott Haven North                                             
11TN,X192,Asbestos  abatement,I.S. 371 - BRONX,650 HOLLYWOOD AVENUE,71111,05/17/2018,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
11MA,X058,Asbestos  abatement,P.S. 58 - BRONX,459 EAST 176 STREET,45917,05/17/2018,BRONX    ,10457,40.846162,-73.899264,6,15,395,2009540,2029090032,Claremont-Bathgate                                                         
12EV,K096,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 96 - BROOKLYN,99 AVENUE P,592000,05/31/2018,BROOKLYN ,11204,40.60754,-73.984661,11,44,430,3174076,3065950033,Bensonhurst East                                                           
10T0,K525,Asbestos  abatement,EDWARD R. MURROW HS - K,1600 AVENUE L,35715,05/17/2018,BROOKLYN ,11230,40.620525,-73.959285,14,44,768,3180673,3067340109,Midwood                                                                    
11H9,X435,Asbestos  abatement,FORDHAM HS FOR THE ARTS - BRON,500 EAST FORDHAM ROAD,66138,05/17/2018,BRONX    ,10458,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    
12ZG,QAPM,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PS 23  HILLSIDE PSYCH - Q,74-03 COMMONWEALTH BOULEVARD,35000,06/01/2018,QUEENS   ,11426,40.746352,-73.727657,13,23,1567,4438378,4084010001,Bellerose                                                                  
12AD,X095,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF ELECTRICAL SYSTEMS,P.S. 95 - BRONX,3961 HILLMAN AVENUE,100000,05/30/2018,BRONX    ,10463,40.882898,-73.891256,8,11,281,2015472,2032520182,Van Cortlandt Village                                                      
